text_clean,label_bin,rating
hotel carente servicio llegamos nota puerta decia entraramos creditcard reserva entramos bien recepcion habitacion imposible funcionaba llamadas teléfono emergencia ponen letrero nadie responde pasadas llaman abren puerta habitación distancia almohada incomoda tipo chorizo compartir día siguiente llamamos hotel pedirles pongan almohada individual nadie responde pesar puerta indican atencion recepcion sabados demas dias semana domingo mañana agua caliente ducha hab sucio manchas marrones habitacion ruidosa orientada hacia calle empleada,0,1
bonito bien ubicado descansas bien ubicación excelente aunque bien cierto entrada buena sensación callejón habitaciones bonitas decoradas estilo cama bien alto peros salva desaconsejan ruido podías participar conversación habitación lado conductos aire acondicionado oía chicas limpieza aunque puedan esforzar hacer ruido escucha puerta acceso hotel escucha habitaciones gente calle pues lado aún cerrando ventanas,0,2
pésima insonorizacion escucha habitaciones lado pasillo calle lleva tapones poder dormir antifaz claridad buena ubicación recepción acceso funciona contraseña,0,2
extremadamente ruidoso apartamento visitamos calle victoria corazón málaga bien situado amueblado indispensable relativamente limpio salvo sofás cojines sucios mayor problema apartamento ruido exterior insoportable ventanas doble acristalamiento calle adyacente transitada coches motos autobuses camiones basura reciclaje cristales aguantado días,0,2
pesadilla ruidoso espera dormir incluso dos minutos noche olvídese apartamento dormido calle pena alquilar apartamento indicar solo personas planean dormir pondremos contacto reserva obtener reembolso,0,1
apartamento limpia llegada apartamento bien amueblado necesario apartamento posición ruidoso justo corazón centro málaga gustó limpieza servicio apartamento llegaron día así sábanas limpias toallas limpias,0,1
ruidoso noche apartamento limpio bien equipado estancia corta sólo apropiado pareja dos personas dispuestos compartir cama sofá cama adecuado dormir gran grieta medio cada lados brecha pulgadas ancho problema grande ruido constante gritos voces cafés gente paseando mañana luego máquinas aparatos limpieza calle sentimos tan enfermos falta sueño después dos noches buscar sitio dormir caro céntrico puedes encontrar lugares tranquilas central,0,2
calle lascano appartement appartement real viaje días málaga justo centro ruidoso appartement ambiente bar cócteles calle noche trayeron ruidosa gente habla baño maloliente realmente malo construcción recomendaría appartement,0,2
centre historique point positif accueil chaleureux javier point positif est pas cher pour appt chambres couchages dans immeuble ancien appartement été rénové décoré sommairement pour location douche dans petit réduit donnant sur cuisine tres plus loin autre petit réduit avec lavabo machine laver donnant lui aussi sur cuisine voil pour salle bain commune nous avons malchance arriver apr fumeur cigare qui manifestement pas fumé fen tre petit salon équipé canapé fauteuils dessert deux petites chambres voil est pas cher mais vaut pas plus,0,2
sucio pequeño cutre acabamos llegar habitación reservado través booking fotos aparecían corresponden apartamento mantenimiento malo varias cosas rotas puede ver fotos toallero oxidado rodapié roto cables colgando etc limpieza pobre marcas pisadas suelo algún pelo tamaño coincide fotos vimos apartamento total aprox dispone cama doble cómoda zona comedor mesa sofá cocina americana vitrocerámica pequeña lavadora microondas horno fotos vimos fairy uso estropajo disponible balcon pequeño mesa dos sillas aun wifi contacto anfitrión momento recomiendo días casi euros,0,2
alojamiento cutrecillo habitación hospitalaria nota habitaciones alquilar invitados bodas celebrarán aquí servicio limpieza hace habitaciones tarde así vuelves temprano habitación probablemente limpiar además trabajando ruidosas quieres descansar puedes simplemente hostal montado dueño sala celebraciones,0,1
genial necesitábamos sitio reservado cerca aeropuerto registro restaurante luego conducido través pasillos oscuros habitación habitación pequeña incómoda sábanas mantas parecía especialmente limpia alcachofa ducha colgando así aguantar mientras duchabas nevera habitación ruidoso así apagarlo costó dormir chico lado ruido ronquidos terrible zona mal vas allí comimos bar calle derecha personal comida encantadora resumen alojarse aquí usted necesita aeropuerto temprano sólo conseguir cabeza pensando reservar hotel unas,0,2
hoja reclamaciones acceder apartamento ambiente irrespirable alérgico allí podía quedarme fuerte olor humedad cerrado carencia suficiente limpieza tapicerías sucias luz dormitorio desconchones pared pedí apartamento disponibilidad solicité entonces devolución pago sido adelantado negaron presenté hoja reclamaciones,0,1
olores peligrosos quedarse aquí hoy registramos chico recepción servicial embargo llegamos habitación olor amoníaco abrumador describiría peligroso mareados náuseas inmediatamente volvimos recepción cancelamos verdadero faff tooing froing reserva com sólo aquí menos horas afortunadamente conseguí cerca bastante rápido málaga encantadora alojamiento peligroso salud frotar sal herida pesar haber subido apartamento persona recepción parecía absoluto perturbada aunque admitió misma querría quedarse allí ahora luchando recuperar dinero,0,1
mortal llegué aquí mijas parada aeropuerto registrado lugar dado llegar fuerte olor hizo fuerte medida acercábamos habitación abrimos puerta olor fuerte amoniaco golpeó inmediato ojos ardían nariz ardiendo quitó aliento obvio hecho derrame recepción vino ver acordó seguro quedarse tampoco quedaría aquí habitaciones disponibles así quedamos dónde quedarnos sacos ruck grados recepción check dejó opción regresar peligrosa habitación quedaría encontraría parte dijo hotel solo,0,1
falta empatía insectos habitación parte ruido exterior permite descansar sumas teléfono recepción deja sonar puesto nadie coge hablando lugar idílico precisamente pasó cucaracha pie llamé números facilitado apartamento señor carece empatía educación hablar profesionalidad contesta matar bicho irá vamos calle obras normal juzguen ustedes mismos contrario trato tarek exquisito profesional amable servicial muchas gracias tarek,0,1
mala gente mal educada empatía sitio sucio ruido parte vecindario demás huespede además sitio porquería baño sucio sábanas oliendo mal insectos habitación peor duda chcio mañana persona maleducada comprende bien necesidades persona trabaja cara público personalmente recomendaría huir sitio,0,1
pesimo pésimo lugar sucio habitación restos comida sabanas manchadas baño asqueroso olor fatal cobraron tarjeta preguntar euros subir acompañantes media hora habitación tres días después seguido haciendo cargos tarjeta recomiendo malaga sitios encantadores perder tiempo aquí personal lamentable,0,1
caja zapatos apartamento buena zona unico decente gusta minimalista mejor opcion seguro venden apartamento justito justito mesa enana aunque tampoco hace falta puedes cenar cama cerca plancha ventana aire libre quiera venden terraza fotos parece pasado guerra mundial entiendo obras vendan avisen entran limpiar puertas cerrar llave fin deberian vender cama dormir centro vez apartamento lujo vamos,0,1
vergonzoso pasado febrero alojé amiga establecimiento noche ubicación decir buena dejar apartamento amiga dejamos maletas conocer ciudad volver ningún momento dijeron sorpresa mes después hacen cargo alegan habitación olía tabaco colillas cenizas cosa totalmente falso aún limpieza habitación edificio brillaba ausencia basura cocina cambiado actuaron mala ningún momento dijeron mes después vienen mentira leyendo comentarios respuestas prepotentes mal educadade dirección asumo,0,1
fin semana quieres lado centro bien situado varios parking cercanos pequeños bien equipados excepto colchón muelles notan sentarte caso dormir acompañado cada vez persona mueve parece vas caer cama correspondiente ruido hace volver cambian colchones,0,1
dueño mal educado apartamentos encuentran bien situados general bien equipados bien destacan limpieza caso particular taza váter golpeada parte atrás misma acumulaba suciedad cosas pasillos cuáles excesivamente anchos dando aspecto desorden comparto duda opinión inquilinos referente educación agresividad propietario pequeña desavenencia precio alojamiento veo tónica general establecimiento parece traca parking ofrece solar pavimentar contenedor escombros interior partes fachadas dan parece pueden desprender,0,1
cancelamos tan esperado viaje cumpleaños problemas tarjeta crédito atención comprador pesar reservar apartamento anticipación volar españa celebrar cumpleaños málaga reserva canceló abruptamente semanas quedáramos aparentemente tarjeta crédito consideró inválida pesar usamos regularmente llamada rápida banco verificar malo proporcionamos tarjeta crédito alternativa supongo aparentemente válida entonces enviado numerosos correos electrónicos sido ignorados intentado llamar compañía contesta ofrecido pagar efectivo alojamiento recibido respuesta acabo hacer reserva alternativa cumpleaños par semanas usando adivina misma tarjeta crédito rechazada urbanliving compañía golpeado razones conozco ahora después leer críticas tripadvisor sorprendió siento escapada afortunada,0,1
contacto pobre tratando obtener reembolso dos meses siquiera responderé correos electrónicos intenté así cauteloso lugar siéntete engañado decepcionado experiencia dejes ponga málaga,0,1
villa katherina carretera cádiz pareja vivido experiencia horrible pues jacuzzi nunca salía agua caliente tiramos día entero poder meternos primera vez jacuzzi decir imposible vivir buena experiencia jacuzzi pues olor cañerías podridas desagradable hace imposible pegarte buen baño comentabamos ala encargada llamada ana chillaba mal educada respeto ninguno trató mal vayan nunca sitio decepcionante sientes humillada luz habitación hiba cada dos tres ayer incluso ocasiones encargada llamada ana deja tener aire acondicionado puesto solo quiere llenes vez jacuzzi día sinverguenza cuidado ojo,0,1
quieres descansar bien vayas albergue agradable perfectamente situado centro lamentablemente lado albergue construyendo edificio hace ruido temprano mañana fin semana fiestas cafetería albergue significa puede dormir hicimos quejas noche tomaron serio incluso después fiesta equipo albergue quedó abajo habló voz alta hora,0,2
nuevo inacabado hice reserva ver fotos habitaciones decoradas encanto alojamos tercera planta habitación techos altos dos aguas madera tal reflejaban fotos rato das cuenta faltan detalles persiana ventana luz amanecer almohadas durísimas edredón pasamos frío tener recepción puede pedir baño calefacción ducharte moja suelo ducha cerrada además faltan toalleros además avisaron edificio colindante obras hacer reserva mañana despertaron ruidos,0,2
horrible vayas ahí asi sencillo habitaciones paredes papel ventanas aislan absoluto calle estrecha dos discotecas menos gente calle logico ubicacion hace ruido aunque gente hiciese ruido escuchas vecino literalmente problema temas ruido provocados edificio construcción empezando hora legal ello primero hicieron caso tras insistir noches dormir absoluto ruidos excavadoras maquinas obra mañana hicieron enviarles video demostrarselo aun asi costo cancelarnos resto noches ducha quieres estarte hora bajo agua minutos plato ducha hace inunde baño cama incomodisima malaga precioso culpa voy sabor amargo ciudad,0,1
pitoyable rien positif part emplacement pas chauffage humidité dans toute chambre toilette qui fuie douche sans porte avec comme conséquence eau partout pas possibilité boire café sur place isolation lamentable qui vous permet pas dormir bref sejour fatiguant rafraichissant tant humidité vous rentre dans peau,0,1
atención horrible hacernos sentir molestaba tener gente vinieron verme amigos málaga vista decidí llevarlos sitio suelo normalmente terraza valeria sorpresa dejaron hablar cliente hotel quería silencio ver ordenador terraza vacía vino mariló aunque intento decirlo bien final hizo tener mucha tensión solo gente zona solárium vinieron pedir habláramos pocas palabras pareció lamentable además mala imagen llevaron amigos situación espero malentendido puntual luego mismas ganas volver traer gente nunca vivido similar,0,2
segundas partes nunca buenas aunque familia usual repetir bares restaurantes hoteles resultado agrado ocasión hotel ilunion málaga capital ser excepción pienso poner pie vida hotel aquí razones tal drástica decisión personal hotel variado respecto visita anterior pocas personas amables quedan aparte visto dos recepcionistas dos momentos diferentes enfrentarse clientes inusual hotel estrellas viví experiencia desagradable noche dejar hija años bebé llorando meses vida solos habitación recepcionista autorizaba repartidor traerme comida vale,0,1
vayan salvo unico merece atencion recepcionista hostel remodelacion materiales lados habitaciones fotos luego asi baños traban puertas sacar gente puede salir huyan ahi,0,1
malisimo hospede dos noches llego domicilio apartamentos nadie casualidad huésped ingreso edificio pude ingresar encontré personal limpieza comunico realidad recepción dos cuadras hacen día detectamos mancha sangre paredes baño foto quejarme sisi recepción dos cuadras atendieron pésimamente comunicaron personal limpieza día,0,1
estancia regular desayuno malo regular hotel empiezo malo desayuno nefasto siguiente malo dicen tema covid acoplar sistema hoteles época covid pasaba igual poca variedad buffet buffet mamparas esperar habitación ruidosa suelo madera televisión mala calidad imagen colores desgastadas imágenes almohadas horribles cambiar aloe vera doblar bolsas plástico dentro limpieza regular pelos otos clientes bueno cama suave párking hotel fácil acceso,0,2
cuidado parking barato sale caro cuidado precio parking cobran cada vez sales mismo puede salir caro hoteles cobran día estancia llevo varios años viniendo hotel usando parking fecha cobraba cantidad día uso finalizar estancia pudiendo entrar salir parking veces necesitara estancia sorpresa sido estancia solicitar validación ticket salir indican debo abonar horas hacer misma operación cada vez decida sacar vehículo tras indicar sido así anteriores ocasiones indican equivocada siempre sido así creo momento deba,0,2
mala relación calidad precio pena calidad bajado desayuno realmente escaso playa sucia descuidada personal restaurante limpieza amable claramente faltan trabajadores recortado gastos incrementado precios piscina agradable,0,2
pésimo servicio sirven café ponen tostadas pedí enfriado café servicio agobiado tan solo tres mesas ocupadas desayuno sitio paradisíaco personal altura,0,1
gran decepción tomado par raciones terraza parador decepcion sido máxima raciones alcanzan tamaño tapa cualquier local precie precio desorbitado euros mini ensalada langostinos mini langostinos picor aspecto parecian mal euros canastilla jibia congelada,0,1
volvería hostal lindo solo lindo vista llegamos tardaron atendernos hicieron dieron indicaciones hostal entrar salir noche horarios desayuno etc prácticamente ninguna indicación visitar ciudad solamente dieron mapa ubicación hostal marcada habitación simple vista linda sacamos balcón inicio quedamos conformes embargo rato notamos mesada luz llena hormigas cama resulto ser incomodisima ducha presión pésima colmo agua caliente duraba minutos bañe esperar rato habitación secador pelo dos objetos,0,2
caro servicio deficiente euros noche espera mayor cantidad servicios hotel siquiera presenta tal hostel alguna habitación baño privado basta comparar hoteles categoría córdoba toledo precio noche vale mismo establecer hostel carísimo modos detallare continuación recomiendo hotel situado plantas superiores bar mismo accede escaleras posee ascensor toca habitacion piso deberá levantar maletas centenar escalones temperatura decir nadie ayuda subir maletas vez habitación puedes reconocer bella decoración muestra fotos embargo,0,2
perfecto excepción gran detalle ubicación inmejorable trato servicio excelente habitación aire acondicionado puesto llegamos instalaciones buenas limpieza baño sido tan limpia esperabamos encontrado pelos suponemos anteriores clientes bañera lavabo detalle considero higiénico debe mejorarse así puntuación daríamos faltaría incluir desayuno bufete continental hoteles categoría tres estrellas ofrecen líneas generales exceptuando detalle baño buen hotel,0,2
estafa reservaría recomendaría málaga lodge jamás realicé reserva semana santa habitación doble vez confirmada email cobrada propietaria mayte envía correo diciendo tarifa equivocada web quiero mantener reserva debo pagar efectivo diferencia efectivo día llegada podrá pagar diferencia contado día llegada evidentemente precio actualizado web responsabilidad cliente sino propietario debe asumir error así así hago saber recibo dos días después correo diciendo cancelado reserva devolverán dinero transcurso días hábiles resumen solo quiere hacerme pagar reserva confirmada sino,0,1
desayunar aqui vuelto hotel desayuno vez desastroso gusto cafe horrible hace maquina jurado mejor probarlo bollos duros zumo naranja natural bote comprado asique mejor salir cafetería menos barato pagar club zenit tipo buffet tirar dinero buffet buenos exquisitos,0,2
ruido hace ensordecedor precio situación atrayentes mantenimiento confort deja desear peor continuo ruido portazos cualquier hora dia noche ofrece establecimiento,0,2
mala atención poca profesionalidad amenities solo ponen jabón manos entiendo hotel estrella creo básico televisión funcionaba habitación persianas cortinas quitan luz ninguna respecto proceso reserva atencion encontré hotel trivago booking buen precio disponibilidad llamé hotel hacer reserva directa dijeron completos cosa pareció rara recepcionista cómo funcionan cosas hice reserva booking pagar dejó usar tarjeta maestro condiciones ponen admiten usar tarjeta suelo usar cogí numeración aplicación tarjeta permite usarla tarjeta física,0,1
terraza impresionantes vistas caro terraza impresionantes vistas calle alcazabilla teatro romano málaga caro comprendo lugar top vistas comprendería precios siempre copas bien servidas hielo salva única exclusivamente ambiente vistas,0,1
hotel terraza copas incompatibles puede dormir menos niños terraza copas abierta tres mañana misma escalera mismo ascensor acceso hotel gente dando gritos fiesta faltan detalles caro habitación básica,0,1
unas copas patetico servicio recomendaron lugares mas exclusivos malaga tomar unas copas unico bueno vistas servicio prepotencia personal pesimo limitada carta copas duda lugar evitable,0,1
estafado señores estafan dijeron cancelaba últimas horas cobrarían sólo primera noche cancelar día anterior reserva cargaron importes pequeños totalidad saldo cuenta cargaron euros vez correctos cuenta quedó cero pudieron cargar niegan devolverme dinero,0,1
caro ofrece cada habitación pintada color azul encontramos dormitorio luminoso baño puerta solo cortina resulta bastante incómodo hora hacer necesidades además olían cañerías lavabo reponen champú cambian toallas positivo cierto personas atendieron amables,0,2
queréis dormir sitio hotel encanto cómodo baño dormitorio parte ser pequeños aislados así intimidad ducha bonita cortina mampara asi cuidado duchandote llebas agua peor poca vergüenza cobrarte noche sabiendo primera hora mañana van despertar obras edificio contiguo ser imposible descansar,0,1
pérdida privacidad verdad pasado nunca tras alojarme días hotel volví domicilio sorpresa director hotel habia stalkeado redes sociales parece falta respeto profesionalidad tremenda creo hotel debería respetar privacidad cada clientes,0,1
meh fotos impresionantes realidad queda corta limpio gran parte funcional espartano monótono austero ikea hiciera celdas prisión grandes verían así mini bar gratis latas heineken coca cola agua jugo frutas azucarado baño ducha mediocre parche grohe rainshower aire acondicionado centralmente mediado ahorrar habitación sentía mal ventilada personal recepción realmente interesado energía cero color muebles suaves mejor minibar incluso solo cobra precio costo nespresso galletas habitación podría ser gran estrellas limpio aspecto nuevo solo quedaría aquí sola parada volveré,0,2
demasiado intrusivo hotel cierto encanto opinión mal dirigido miles whatsapp llegar salir necesita entiendo hace ser amable intrusismo pedido escriban whatsapp hagan favor habitaciones graciosas gracias bañera estilo vintage hotel bueno dirección mal,0,1
magia desparecen pertenencias aloje hostal año pasado poder disfrutar primera línea famosas procesiones málaga hostal podemos pedir mas bien situado personal peculiar mientras veíamos pasar procesión balcón hostal viví situaciones surrealistas señorita extranjera bebida bociferaba insinuaba recepcionista dudó aprovechar ocasión baño compartido segunda noche mientras aseaba irme dormir desapareció móvil comuniqué dueño quedó dicho hacia calor recepción dicen cámaras enseñan supuesto denuncié comisaria dieron pocas esperanzas decir,0,1
atencion propietarios julio jimenez recepcionista gran anfitrion realizo realizar reserva booking hostal evento voy julio malaga dos dias despues haberme confirmado reserva recibo email diciendo posible mismo alojamiento trasladan cerca hostal propiedad mismo dueños creo entender segun dice señor ahi bien cambio sino acabo llamar informaran puedo ver nueva ubicacion señor cogiendo telefono apreciable desagradable tono voz diciendome habian escrito email tenian enseñarme instalaciones vez manera desagradable irrespetuosa supuesto pienso momento cancelar reserva,0,1
unico bueno ubicacion mobiliario pena silla madera incomodisima cama volcó somier juguete limpieza bueno hilo pantalon acompañó tres dia centro habitación curiosamente cuarto baño bien creo tan grande habitación,0,2
vaya porquería hotel viejisimo necesita reforma mas bien tirarlo hacerlo nuevo sucio dueño super antipatico aconsejable preferible pagar mas habitaciones viejas casi agua comida gusto,0,1
llega ser aprobado reservamos hotel ubicación creo tres estrellas gente recepción cafetería amable atenta instalaciones bastante viejas habitaciones dejan bastante desear cuanto comodidad limpieza cambio lavabos notan reformados recientemente resumen presupuesto ajustado crees suerte reserva recomiendo gracias recepcionista sra cafeteria,0,2
lastima fin semana junio pareja examinaba oposiciones málaga elegimos hotel proximidad universidad apenas min coche llegamos impresión bastante buena habitaciones limpias buena señal wifi pequeña piscina relajarse ahí bien llego tarde noche mujer apetecía salir comer bueno pues pedimos hotel listo pues resulta pesar carta comida habitación pone claramente sirven comida sándwich hamburguesas etc resulta servicio sólo lunes jueves digo hotel lleno opositores pues servicio habria bueno,0,2
pésimo servicio desafortunada tercera vez quedo aquí sabía hotel atrá atención pésima vez pasada cobraron doble desayuno hacer reservación vez mañana dos días siempre falta gente asi corren lado atolondrados checkin checkout lentos pésima actitud hotel mal necesario pues único dentro parque tecnológico dando vuelta manzana campanillas hotel instalaciones desayuno regular,0,2
tan bien atención personal buena decir almohada bajita entiende pueda desayunar siendo hotel trabajo salir hacia tren aeropuertos,0,2
mejorable varios aspectos positivo aparcamiento gratuito sombra pleno agosto agradece buen desayuno regular presión agua ducha cama cómoda aire acondicionado habitación genial negativo llegar vimos par hormigas habitación dimos importancia día siguiente toda habitación repleta bajamos recepción informar chica dijo comida habitación ningún momento comida habitación comunicárselo dijo extraño planta solución dió subir echar matainsectos ningún momento ofreció cambio habitación disponibilidad comunicó caballero anterior cabe decir aparecieron hormigas aunque,0,2
pintoresco cerca centro málaga ruidoso parece importante cierta hora noche queda nadie hotel pueda asistir emergencia cualquier índole además página contrate hice comentario arte magia desapareció calificación modo solo quedan convenientes elevando promedio valoración lugar hace,0,2
ruidoso trata antigua villa malagueña convertida hostal situada cerca centro cerca monte victoria santuario virgen victoria castillo gibralfaro lugar bello málaga hostal agradable decorado motivos diferentes lugares mundo presentes plantas aseo duchas comunes televisión aire acondicionado habitaciones aunque wifi gratuito buen ventilador techo almohadas gusto demasiado bajas colchón habitación ventanas sólo dos ventanucos ventilación podría pasarse aceptable embargo ruido estropea absolutamente coches malditos perros ladran noche falta consideración,0,2
recomendable personal recepción amable habitaciones corresponden foto bastante peores después subir puerto montaña coger camino tierra funciona móvil navegador noche terror camino totalmente oscuro precipicios lados camino ningún tipo cobertura perro suelto hotel mientras desayunas sube gracioso gusten perros ningún tipo conexión wifi hotel tampoco funciona entrada escalera recepción huele bastante mal así habitaciones regular tampoco funciona supone vende tranquilidad lugar,0,1
frustrante lugar apto modo escala desean hacer senderismo turismo montaña observar pájaros etc aunque opciones alojamiento mayor calidad precios similares mala cocina imposible cenar condiciones totalmente desaconsejable parezcan alguna intolerancia alergia alimentaria así discapacitados habitaciones primera planta ascensor rampa falta llegar llamarse hotel,0,2
lamentable atención parte dirección hotel penosa recepción reconocieron error explico llegamos madrugada málaga llamamos hotel indicaran ubicación confusa información imposible contactar contestaron ninguna seis llamadas hicimos cobraron adelantado semanas único cuenta hotelucho categoría,0,1
decepción hablaron bien sitio hecho vez almorzamos familia restaurante genial decepción viene pensar podía ser buen sitio celebrar boda contacté director eventos raúl garcía dio cita despues llegar casi minutos tarde atiende pareja llegó después sale fumarse cigarro espere minutos dice perdona poca seriedad responsabilidad ocurre quiero celebrar boda íntima llevo personas creo atención clientes debería ser misma vergüenza verdad así allí buscaremos sitio atiendan debería pena,0,2
dejaron tiradas cancelaron reserva avisar escribo prevenirles hotel referido figura plataforma reserva noche mayo llegar hotel pesar tener reserva confirmada correctamente email cargada tarjeta crédito denegaron misma alegando tramitado mal reserva hotel lleno vez disculparse ayudarnos encontrar hotel dijeron podían hacer bastante desidia peor negaron abonarnos importe cargado tramitando denuncia oficina consumo asesorando tramitar denuncia judicial caso abonarnos importe cargado importe hotel nuevo elevado denuncia hoja reclamaciones hotel creemos,0,1
vulgaridad hotel alojamos hotel completos zona hoteles seleccionados ser tarde hotel puede ser cutre toda extensión recepción hall habitación hortera mobiliario simplón registrarnos dijeron cobraban habitación pregunté precio oficial contestándome vez habitación ver baño elementos sobrecitos gel champú decidimos supermercado próximo comprar necesita aseo personal tampoco contaba secador pelo día siguiente llegamos hotel noche comprobamos cambiado toallas comentamos señorita recepción contestándonos sucias,0,1
mal dieron habitación individual baño compartir euros habitación mínima tenia ropero colgar ropa sábanas sucias hablo color tenias paredes euros robo locura desagradable recomendable además dejen cancelar reseva ver habitación pagarla teléfono devuelven mitad dinero insatisfecho,0,1
timo van guays sociables exactamente igual cliente viven reserve dias presentarme segundo primero avisar cancelaron ahi puede ser sorpresa ofrecieron ninguna alternativa encima devolvieron dinero noches pagar recibir cambio llama timo estafa robo dejo calificativo mas identifique mandaban hostelworld hostelworld despues querian dar numero jefe solo email siempre respondieron mismo show ingles presentado ahi andaluz asi malentendendidos juegan mala dicen aparece pagina,0,1
mala actitud personal recepción huelga taxis málaga problema reservación prestaron ayudarme dar alguna opción comportaron amables serviciales empleado recepción paso atendiendo cosas lugar íbamos llegando dejo desear actitud,0,2
descuidado atención buena desayunos buenos mejor ubicación acceso transporte publico peor habitación desconches pared suelo mal mal olor cuarto baño cerradura puerta habitación estropeada ruido tráfico,0,2
horrible habitación llena humedad entrar habitación olor humedad echa atrás ducha baño enana tenia tan solo cortinilla tela ducharte llenaba agua llegaba pies cama olor humedad aun peor duramos noche marchamos domus lado conocíamos bien decir servicio recepción acacias brilla ausencia pudimos contacta quejarnos dos días después habernos ido tras queja devolvieron dinero,0,1
hotel mejorable hotel pensando bien creo sobra estrella puente inmaculada aparcamiento muchas dificultades calle tener suerte aparcar falta espacio hotel plazas pequeñas llevé coche grande intenté meter garaje hotel además cobrar día comenté recepción recepcionista dijo aparcara parking metros hotel aparte comentario buen trato habitaciones falta insonorización escuchando inodoro ducha habitación lado pongo estrellas personal portó bien bajaría puntuación,0,2
perdido norte llevo montón años utilizando hotel última vez perdido norte dieron habitación mala muerte enana tres camas incomodisimo volveré endiosados malaga llena hoteles,0,1
opinión personal falta humanidad parte agosto feria malaga recomiendo hotel reservamos feria málaga urgencia fallecimiento padre amigo acompañante abandonar hotel sólo día explicamos situación reembolsaron dinero demás días dieron opción coger fechas plena feria málaga gente reservó cuanto falta humanidad parte aproveche dinero parte preferimos tratar tipo personas,0,1
fin semana familiar planeado fin semana familiar hija viaje hora llamaron familiar cercano siendo trasladado hospital inmediatamente llamamos hotel intentar anular reserva bien cambiarla fecha momento anularon permitido cambiarla fecha decepciona hotel pueda romper reglas cosas tipo ser humanos varios días después poner crítica página mandaron email descuento próxima estancia obviamente creo próxima estancia,0,1
horrible decepcionante completo responsable maleducado totalmente recomiendo enemigo hubiere cucarachas decir situacion buena gentes mal vivir alrededores,0,1
recomiendo hostal antiguo verdad necesita remodelacion trato cercano precio barato volvería quieres dormir barato sitio enfrente estación trenes autobuses ubicación mejor moverte málaga visita,0,1
centrico caro ruidoso céntrico caro calidades oye descansar paredes finas temprano oye gente salir entrar motores pegados ventana oían dia único bueno ubicación,0,2
palabras aparte palabras jabon baño saber tratar viajeros respeto proximo viaje malaga hotel demas centrico facil acceso pide opinion mejor evitarlo,0,1
malisimo reservamos hotel dijeron aceptaban niños página reservas pone claramente servicios cuna camas adicionales trato horrible ocurrirá pisar hotel jarales,0,1
fraude pasado marzo reservé dos maravillosos días según ponía oferta página weekendesk hotel llegaron hijo novia viernes puente mayo mes después haber hecho pago euros encontraron sorpresa habitación podían hacer regresar tener habitación habitación pagada mes agencia hotel echaron culpa mutuamente después llamar sinfín veces después mes hecho reembolso así recomiendo hotel poca profesionalidad supuesto tampoco página viajes ocio weekendesk,0,1
puede decir aquí señor enrique claramente contesta opinión dando estrellas teléfonos pasaba habitación llegaba wifi carretera mala créame carreteras montaña luego diga usted hija vino regla manchó cama pasa casa perdone usted ser mujer edad fértil ver cree hizo propósito usted considera ofrece suba tarifa problema luego repetiré alojamiento prepotencia,0,1
pensión flojita pensión prácticamente cerca sólo conveniente dormir aunque ser pensión subido pagado noches hoteles precio medianamente bien gente recepción educada servicial,0,2
cuidado guardad valor buen recaudo hola creo puede ser útil opinion pensión mal bien situada dejé dinero monedero dentro bolso dentro maleta bajo cama robaron pregunte recepción quejarme señora malos modos contestó haberlo dejado así quedé euros,0,1
buena vista mal servicio tejados cuarta planta hostal encuentras terraza dos alturas asoma imponente catedral pedimos dos consumisiones cada primera trajeron mesa segunda dejaron barra dimos cuenta rato cerveza caliente euros según marca camareros bastante pasotas ver volver,0,2
mundial final mundial francia croacia chicas bar arriba daba gana quitar tele silencio final dejamos consumir lado respecta personas acuden dia tan especial ver futbol,0,1
imposible dormir llegué recepción llamó atención bote tapones oídos vender síntoma ruido nocturno elevado quién iba imaginar ruido calle iba sumar mismo hostel resulta terraza abre madrugada hace escalera pare subir bajar gente dando voces además escuchar habitación pasos gente camina terraza techo habitación suelo camina gente tomando copas conversaciones parece dentro habitación total personal amable nunca,0,1
terraza cerveza euros digo cobran vistas mil terrazas misma vista repito caro carísimo cerveza cruzcampo básica coste menos céntimos fin quiera regalar dinero ahí vacía,0,1
peor peor malaga días desgracia haber reservado hostel intentan tapar olor nauseabundo habitación desodorante hace desagradable aun habitaciones chicas frio sale humedad paredes apartamento soportabamos tan mal recibimiento camas incómodas cucheta desarmaba peor descansar luego recorrer malaga unico aceptable ubicación pocas cuadras consiguen mejores lugares caigan tentación terraza,0,1
cama incomodisima ruido buena ubicación cama incomodisima clavas somier espalda colchon llamarlo alguna manera local terraza bar copas hacen bastante ruido peor trajín gente sube baja hace escalera pasa lado habitaciones pasos personas retumban sonido noche desastrosa debieron cerrar escucho mas ruido ubicación buena,0,2
desafortunadamente decepción dieron habitación pabellón verdad deja bastante desear siempre habitación insonorizada oye tráfico peor gente pasillo portazos duchas etc etc,0,2
decepción engaño alojamos habitación corner pagamos noche habitaciones tener terraza cama balinesa llegamos totalmente impracticable destrozada llena manchas igual mesa sillas lavabo roto piscina hotel faltaban azulejos solución hotel problemas mantenimiento covid reconocen impracticable seguido vendiendo sabían impracticable vendido llegar den habitación abonen diferencia fácil achacar covid seguir cobrando mismo sabiendo condiciones,0,1
